Combinação_da_Pedra_Espiritual_II 10000 72
Combinação_da_Troca_de_Alma 10012 859
FFFFFFFF Altera_o_tipo_de_alma_do_personagem
FFFFFFFF comum._O_aumento_da_habilidade_da
FFFFFFFF alma_depende_da_jóia_utilizada_na
FFFFFFFF combinação.
FFFFFFFF
FFFF0000 Aumento_de_FOR_+_Aumento_de_CONS
FFFFFFFF
FFFFFFFF
FFFFFFFF
Combinação_da_Troca_de_Alma 10013 859
FFFFFFFF Altera_o_tipo_de_alma_do_personagem
FFFFFFFF comum._O_aumento_da_habilidade_da
FFFFFFFF alma_depende_da_jóia_utilizada_na
FFFFFFFF combinação.                                       
FFFFFFFF                                      
FFFF0000 Aumento_de_INT_+_Aumento_de_CONS
FFFFFFFF                                    
FFFFFFFF                                    
FFFFFFFF                                    
Combinação_da_Troca_de_Alma 10014 859
FFFFFFFF Altera_o_tipo_de_alma_do_personagem
FFFFFFFF comum._O_aumento_da_habilidade_da
FFFFFFFF alma_depende_da_jóia_utilizada_na
FFFFFFFF combinação.                                       
FFFFFFFF                                      
FFFF0000 Aumento_de_DES_+_Aumento_de_CONS
FFFFFFFF                                    
FFFFFFFF                                    
FFFFFFFF                                    
Combinação_da_Troca_de_Alma 10015 859
FFFFFFFF Altera_o_tipo_de_alma_do_personagem
FFFFFFFF comum._O_aumento_da_habilidade_da
FFFFFFFF alma_depende_da_jóia_utilizada_na
FFFFFFFF combinação.                                       
FFFFFFFF                                      
FFFF0000 Aumento_de_FOR_+_Aumento_de_DES
FFFFFFFF                                    
FFFFFFFF                                    
FFFFFFFF                                    
Combinação_da_Troca_de_Alma 10016 859
FFFFFFFF Altera_o_tipo_de_alma_do_personagem
FFFFFFFF comum._O_aumento_da_habilidade_da
FFFFFFFF alma_depende_da_jóia_utilizada_na
FFFFFFFF combinação.                                       
FFFFFFFF                                      
FFFF0000 Aumento_de_INT_+_Aumento_de_DES
FFFFFFFF                                    
FFFFFFFF                                    
FFFFFFFF                                    
Combinação_da_Troca_de_Alma 10017 859
FFFFFFFF Altera_o_tipo_de_alma_do_personagem
FFFFFFFF comum._O_aumento_da_habilidade_da
FFFFFFFF alma_depende_da_jóia_utilizada_na
FFFFFFFF combinação.                                       
FFFFFFFF                                      
FFFF0000 Aumento_de_CONS_+_Aumento_de_DES
FFFFFFFF                                    
FFFFFFFF                                    
FFFFFFFF                                    
Combinação_da_Troca_de_Alma 10018 859
FFFFFFFF Altera_o_tipo_de_alma_do_personagem
FFFFFFFF comum._O_aumento_da_habilidade_da
FFFFFFFF alma_depende_da_jóia_utilizada_na
FFFFFFFF combinação.                                       
FFFFFFFF                                      
FFFF0000 Aumento_significativo_de_FOR
FFFFFFFF                                    
FFFFFFFF                                    
FFFFFFFF                                    
Combinação_da_Troca_de_Alma 10019 859
FFFFFFFF Altera_o_tipo_de_alma_do_personagem
FFFFFFFF comum._O_aumento_da_habilidade_da
FFFFFFFF alma_depende_da_jóia_utilizada_na
FFFFFFFF combinação.                                       
FFFFFFFF                                      
FFFF0000 Aumento_significativo_de_INT
FFFFFFFF                                    
FFFFFFFF                                    
FFFFFFFF                                    
Combinação_da_Troca_de_Alma 10020 859
FFFFFFFF Altera_o_tipo_de_alma_do_personagem
FFFFFFFF comum._O_aumento_da_habilidade_da
FFFFFFFF alma_depende_da_jóia_utilizada_na
FFFFFFFF combinação.                                       
FFFFFFFF                                      
FFFF0000 Aumento_significativo_de_CONS
FFFFFFFF                                    
FFFFFFFF                                    
FFFFFFFF                                    
Combinação_da_Troca_de_Alma 10021 859
FFFFFFFF Altera_o_tipo_de_alma_do_personagem
FFFFFFFF comum._O_aumento_da_habilidade_da
FFFFFFFF alma_depende_da_jóia_utilizada_na
FFFFFFFF combinação.                                       
FFFFFFFF                                      
FFFF0000 Aumento_significativo_de_DES
FFFFFFFF                                    
FFFFFFFF                                    
FFFFFFFF                                    
Renascimento_do_Guerreiro_Berserker 10022 511
FFFFFFFF Permite_desfazer_o_destravamento
FFFFFFFF do_personagem_Arch_de_nível_355
FFFFFFFF
FFFFFFFF
FFFFFFFF
FFFF0000 
FFFF0000                                    
FFFFFFFF
FFFFFFFF
Renascimento_do_Guerreiro_Berserker_parte_2 10026 511
FFFFFFFF Permite_desfazer_o_destravamento
FFFFFFFF do_personagem_Arch_de_nível_370
FFFFFFFF
FFFFFFFF
FFFFFFFF
FFFF0000 
FFFF0000                                    
FFFFFFFF
FFFFFFFF
Pedra_Amunra 10023 595
FFFFFFFF Ao_utilizar_Acessórios,_Orbes_ou_Ankhs
FFFFFFFF será_possível_produzir_Pedras_Amunra
FFFFFFFF mais_poderosas.
FFFFFFFF Atributos_são_diferentes_de_acordo_com
FFFFFFFF as_Orbes_e_Ankhs,_e_se_combinar_uma  
FFFFFFFF Pedra_Amunra_(composta),_o_item
FFFFFFFF ficará_ainda_mais_forte.
FFFFFFFF                                             
FFFF0000
Traje_de_Montaria 10024 882
FFFFFFFF Possível_combinar_traje_com_montaria.
FFFFFFFF Montaria_ficará_com_um_novo_visual.
FFFFFFFF 
FFFFFFFF 
FFFFFFFF
FFFF0000 Se_alterar_a_aparência_da_montaria,
FFFF0000 a_mesma_não_poderá_ser_trocada.
FFFFFFFF
FFFFFFFF
Restauração_de_Traje_de_Montaria 10025 883
FFFFFFFF Possível_restaurar_a_aparência
FFFFFFFF original_da_montaria_no_qual_havia
FFFFFFFF sido_alterada.
FFFFFFFF
FFFFFFFF
FFFF0000 Se_restaurar_a_aparência_da_montaria,
FFFF0000 a_mesma_não_poderá_ser_trocada.
FFFFFFFF
FFFFFFFF 
Bless_Stabilizer 10038 516
FFFFFFFF Utilize dois estabilizadores e uma
FFFFFFFF refinação abençoada para tentar
FFFFFFFF aprimora-la. Não existe perda de EXP.
FFFFFFFF 
FFFFFFFF 
FFFFFFFF 
FFFF0000 Obs: Em caso de falha apenas os
FFFF0000 estabilizadores serão destruidos. 
FFFFFFFF 
ROYAL_ARENA 10034 0
FFFFFFFF Click aqui para registrar-se na
FFFFFFFF "Arena Real". 
FFFF00FF  -----------------
FFFFFFFF Personagens: Arch e Celestial
FFFFFFFF Hora para registro: 13:00/19:00/23:00
FFFFFFFF Limite de participantes: 52
FFFFFFFF 
FFFF00FF  -----------------
FFFFFFFF 
Mount_UnLock 10040 460
FFFFFFFF  
FFFFFFFF Sistema utilizado para desbloquear 
FFFFFFFF montarias nível 120 e 140.
FFFFFFFF  
FFFFFFFF 
FFFFFFFF Obs: Existe chance de falha.
FFFF0000  
FFFF0000  
FFFF0000  
Mount_Essence 10041 458
FFFFFFFF  
FFFFFFFF 	
FFFFFFFF Sistema utilizada para refinar
FFFFFFFF Âmagos de montaria agrupados com
FFFFFFFF 100 unidades. 
FFFFFFFF                                          	
FFFF0000  
FFFF0000 
FFFFFFFF  
Refinação_item_Celestial(+12~15) 10042 1246
FFFFFFFF  
FFFFFFFF 
FFFFFFFF  
FFFFFFFF  
FFFFFFFF  	
FFFFFFFF  	
FFFFFFFF	
FFFFFFFF	
FFFFFFFF
Laktorerium_Powder 10030 475
FFFFFFFF Composição do item Poeira de lac 100
FFFFFFFF  
FFFFFFFF   
FFFFFFFF
FFFF0000 Em caso de falha, todos os itens
FFFF0000 serão destruidos. 
FFFFFFFF                   
FFFFFFFF                           
FFFFFFFF
Essence_of_the_gods 10043 1247
FFFFFFFF Sistema pare refinação do item 
FFFFFFFF Essencia dos Deuses. 
FFFFFFFF   
FFFFFFFF
FFFF0000  
FFFFFFFF  
FFFFFFFF                   
FFFFFFFF                           
FFFFFFFF
Costume_period_extension 10046 1312
FFFFFFFF 
FFFFFFFF 
FFFFFFFF  
FFFFFFFF
FFFFFFFF
FFFF0000  
FFFF0000  
FFFFFFFF
FFFFFFFF
